sentence,학습용 분류,저희 개수
"허니께는, 그 이들은 불을 끄고서 어두운데 칼을 갖고 들어와서 저희 아들을 죽였지. 호박 옆에다 뉜 자리를 보았은께. 밝아서 보구서",0.0,1
술법을 습득하기 위해서가 아니겠는가. 그러나 원해의 말은 그와 정반대였다. 저희 나라 의술을 수출하기 위해서 찾아온 것 같은 어투였다. 방원이,0.0,1
"자농(自農)으로 버티어 왔다. 실속이 타작(打作)만 못하다는 등, 일꾼 셋이 저희 농사해 가지고 나간다는 등 이해만을 따져 비평하는 소리가 많았으나",0.0,1
가만 내버려 두지 못한 형수님을 전 이해할 수가 없어요. 저희 집을 나와 혼자 사시겠다는 얘길 했을 떄 반가왔던 것은,1.0,1
"짐이 보이지 않았다. ""짐은 없으십니까?"" ""아닙니다. 연락을 안 했습니다. 저희 미시마식품 직원도 시장 조사차 현재 체류중입니다만 그들도 모를 겁니다.""",1.0,1
"싶어서 어찌 살꼬. 어쩌면 그렇게도 갑자기 돌아가셨어요? 며칠 전에 저희 집에 오셨을 땐 그렇게도 정정하셨는데. 아이고 아이고, 불쌍해라. 아버님이",1.0,1
내려 갔다. 대통령각하 지금 이 순간에도 저기 세종로 저기서는 저희 친구들이 총에 맞아 쓰러져 죽어가고 있읍니다. 나라를 사랑하고 올바르게,1.0,1
"안산시 선부1동지난 봄이었지요? 오랜만에 처가에 가 저녁을 먹는데, 장모님은 저희 걱정을 하시며 변변치 않은 제 벌이에 대해 내내 말씀하시더군요.",1.0,1
".... 내가 다신 너를 보러 와도 괜찮겠지? 아니, 또 저희 집에 오시겠읍니가. 음, 견딜 수 없을 때 네 얼굴을",1.0,1
"껴안고 머리를 쓰다듬어 주었습니다. 일력의 날짜가_ 자꾸만 바뀌었습니다. 분이는 저희 엄마에게 무슨 말을 들었는지,_ 해란이에게 짓궂게 굴지 않았습니다. 그런데도",0.0,1
"봐. 많이 안 낳는 세상인데. 은근히 그게 걱정이구, 또 저희 사촌들은 형원네집이 삼 형제가 다 아들 났잖어. 그것두 샘이",0.0,1
우리 동네도 마찬가지입니다. 중학교 밑의 방범초소에 사람들이 보이지 않습니다. 저희 집이 바로 밑이라 그곳을 여러번 보지만 맨날 불만 반짝거릴,1.0,1
집에 돌아오니까 아이들이 창경원 밤 벚꽃 놀이를 구경하러 가자고 저희 어머니를 졸라대고 있었다. 내가 없을 때에 며칠을 두고 졸라대어도,0.0,1
곧 저희들 멋대로 마음대로 노략질을 하라고 군율의 굴레를 벗겨 주는 셈이다.,0.0,1
“번화하게 소문내지 말구…… “사내 장난으로 한번 해볼 만한 것이에요. 저희 같은 여자들도 말을 달리고 활을 쏠라치면 없는 기운이 막,1.0,1
보여 준 게 지난 주 일요일이랍니다. 그때가 바로 의원께서 저희 집에서 가방을 가져가시던 날입니다. 정희방 서춘근한테 신물을 빼앗기신 때는,1.0,1
"쓰리라고 지레 몸살을 하기도 했다. 아내는 어제 아침에도 명순이가 저희 패끼리 여는 모임에 나간다고 나가자, 그 뒤통수에대고 전날 하던",0.0,1
20만 명이 감옥에 있거나 정신 병원에 감금되어 있습니다. 따라서 저희 지시를 받고 적극적인 행동을 할 수 있는 사람은 현재,1.0,1
그간 외사촌형수가 겪어온 기막히게 고생스런 세월들을 말해주고 있었다. 우선 저희 집으로 가서 좀 쉬시죠. 차를 타고 오시느라고 피곤하실 텐데.,1.0,1
"한숨을 쉰다. 잘 사는 사람들이야 숭년, 풍년이 어데 있는기요? 저희 배 부리만 그만이제. 아무리 내 배 부리다고 남의 사정을",0.0,1
"가만 뒤를 밟아봤더라네. 그런께 그때는 광주에서 큰놈 영환이를 파다가 저희 아부지 밑에다 묻어둔 뒤였네."" 기성이는 담배연기를 빨아마시느라고 잠시 말을",0.0,1
"화적 떼를 만나지 않았겠나? 이놈들이 날 붙잡더니 보내주어야지. 짐바리를 저희 소굴로 짊어져다 달라는 거여. 어쩌겠나, 목숨이 아까우니 짐바리를 짊어지고",0.0,1
자존심이 강한 중국 사람들은 혼인을 한다 하니 왜인이 황녀를 저희 황제께 바치는 줄로 잘못 알았던 것이다. 왜국의 풍신수길이나 명,0.0,1
보니 놀랍게도 여운형 선생이 기다리고 있는 것이다. “어쩐 일로 저희 학교에까지 오셨습니까?”라고 했더니 “태영이를 보러왔지. 태영이는 참 똑똑하고 귀여운,1.0,1
"'난폭하게 납치해줘도 괜찮소.' '아이, 선생님. 자, 가요. 호텔로 가시겠어요? 저희 집으로 가사겠어요?' '나, 내가 납치되어 간 장소가 그 두",1.0,1
"만에 하나 출가한 비구와 출가한 여인들 간에 불상사라도 생긴다면, 저희 승단이 마치 삿된 일이나 일삼는 외도 취급을 당하게 되지나",1.0,1
민후였다. 남편의 옷을 차례차례 벗겨 주고는 역시 ｢웨베르｣러시아 공사부인이 저희 본국에 갔다가 귀임하는 길에 선물로 가져온 가운으로 된 잠옷을,0.0,1
몸은 절대로 썩지 않을 것이라고 말했다. 그 아이는 윤호를 저희 빨간 차 안으로 끌어들인 다음 장의사 사람들이 밤을 새워,0.0,1
"있기를 빌겠다.” 정 약종은 얘기를 듣고나서 이렇게 말했다. “나리, 저희 마을이 큰일입니다.” “우리 집엔 그만한 여유가 없다 …… .",1.0,1
"큰절을 했다. 스님들 사이에서도 광제는 이름이 높은 모양이었다. ""스님께서 저희 절에 한 번 들러주시기를 고대하였습니다. 이틀 전에 지도 그리는",1.0,1
"말을 싹둑싹둑 가위질하였다. 저용은 재빨리 말을 더 이었다. ""그리고, 저희 거처 알지?"" ""청해장 호텔 삼백 삼호 실에서 산답니다."" ""알았다.",1.0,1
치고 나오더니 풍금 옆에 가서 여러 사람을 거만스럽게 둘러보더니 저희들 끼리 그 애교를 누구에게 보이려는 듯이 싱긋싱긋 웃는다.,0.0,1
"세 든 미용실 여주인이 그를 불렀다. ""경국이 할아버지, 오늘 저희 집에서 반상회 있어요. 아무래도 오늘 저녁에는 정미 엄마가 가만",1.0,1
아니할 것입니다. 그렇지 않습니까. 흠. 그리고 이렇게 되는 것이 저희 문중으로 보아서도 잘 된 일이지 잘못된 일은 아닐 것,1.0,1
"덫도 있었다. 우리가 소문을 듣고 몰려갔을 때, 녀석은 마치 저희 집이나 되는 양 염소막 한쪽에 짚북데기를 깔고 누워서, 똬리를",0.0,1
소리를 들었던 탓도 있었다. 영태는 울면서 집 안으로 달려들어가 저희 엄마에게 일렀다. 마당으로 뛰쳐나온 영태 엄마는 담장 너머로 소년네,0.0,1
"담임 선생님의 칭찬에 무척 기분이 흐뭇해졌습니다. ""저, 선생님! 그런데 저희 반은 대운동회 때 백군입니까, 청군입니까?"" 맨 앞에 앉아 있던",1.0,1
"항복하도록 하라."" 양호는 위엄기있게 청정의 부장 희팔을 꾸짖는다. ""돌아가 저희 장군께 아뢰겠읍니다."" 희팔은 황망히 물러간다. 다음날 적장 희팔은 또",1.0,1
자는 것이었다. 저녁만 치우면 아예 큰방엔 들어올 생각도 않고 저희 방으로 가버린 것이었다. 서씨부인은 그게 한없이 서운하고 허전하였다. 이젠,0.0,1
"주면서 ""손님, 귀찮게 해서 죄송합니다. 대신 설문에 응답해주신 보답으로 저희 호텔의 정기 간행물과 각종 행사 때 우대권을 보내드리겠습니다""라고 말한다.",1.0,1
아니냐?｣ ｢즈이 아이들이 다 될성부르지만 그놈이 그 중에서 출중해서 저희 내외가 큰 낙으로 삼았읍죠.｣ ｢그런 자식을 내놓다니 이런 고마울,1.0,1
『 선생님이 설마 그러실라구요. 저희들을 자식같이 귀애하시는 것을 사모님이 잘못 생각하시는 게지. 어떻게 설마,1.0,1
"대신 고개를 끄덕였다. ""사람은 모두들 무언가 기다리고 살고 있어요. 저희 엄마도, 저도..."" 그는 계속 고개를 끄덕였다. ""몇 시까지 출근이세요?""",1.0,1
3국을 통째 삼켜버렸건던요. 일본이 한국에서 그랬듯이 온갖 수탈을 다해갔어요. 저희 나라에서 총독을 내보내 직접 다스리면서 말예요. 재미를 보던 프랑스가,0.0,1
말대가리 쪽을 힐끗 돌아보고는 가 버렸다. 말대가리 패들도 다 저희 오야붕이 있으니까 누군지 알기 전에는 섣불리 건드릴 수가 없는,0.0,1
"적에 ○○학교 학생 둘이 뒤로 따라오면서 '여보시오, 날이 춥습니다. 저희들도 그 부드러 운 비단 목도리로 좀 싸 주십시오.' 그러지",1.0,1
"뒤에 스스로 자수하여 치죄를 받도록 이르지요. 그보다는 일부러 나오셨으니 저희 집에서 소찬이나마 안주하여 술 한잔 하구 가십시오."" ""아니되오. 범인을",1.0,1
"그가 손을 내젓는다. ""아뇨, 저두 모르는 사람인데 누구에게 들어서요. 저희 선배라는데 혹시 학번이 비슷해서 아는지 물어본 거예요."" 고개를 끄덕인다.",1.0,1
"『그런데 어머니, 그날은 정말로 길일이나 봐요, 초아흐레, 저희와 똑 같은 날입니다. 이제 찾아왔던 그 여자도 그날이라면서요?』",1.0,1
"아니래유. 그런 놈들이 양반 세력을 빌어서 백성들의 피를 빨아서는 저희 놈들 배만 불리지요, 한 푼 나라에다 바치질 않거든유. 그래노니",0.0,1
"혼인 조건으로 하는 화친을 요구할지언정, 명 나라에 조공을 바치는 저희 나라의 입장에 서서 강화를 하자는 생각은 꿈에도 먹지 않았던",1.0,1
기차 여행을 할 수 있는 곳이 바로 일산에 있답니다. 저희 집에서 차로 10분쯤 가면 일산구 풍동 애니골 마을이 나옵니다.,1.0,1
한도 풀어 드리오리다. 그리고 녹빈이도 내 딸처럼 생각할 테니 저희 외갓집으로 알고 자주 놀러다니라고 이르시오. 조판서는 이렇게 점잖게 옥단이한테,0.0,1
"동떨어진, 엉뚱하다기보다는 차라리 색다른 발언을 했다. 일수씨는 너무 행복해요. 저희 같은 처지하고는... 그리고 그는 머쓱해하는 나를 달래듯 어둠 속에서",1.0,1
"쿡쿡 찔러대며, ""어여 인사드리시우. 아유…… 아씨께서 이런 일이라두 있으니, 저희 누추한 집엘 다 오시게 되는군요."" 묘옥은 난처했으나 곧 자세를",1.0,1
해서 문제가 일어나는 걸 바란단 말이오. 그래야 그걸 핑계삼아 저희 병정과 순경을 보내서 그곳을 점령할 수 있거든... 그런데 그렇게,0.0,1
학교 성적은 우등생인 길호 생각이 났다. 그런 길호는 오늘쯤 저희 형하고 놀이라도 갔을 것이다. 어린이날은 명절이라고 뻐기면서…… 수근이는 송아지의,0.0,1
"벽에 기대어 옷을 털었다. 그런데 아저씨, 어젯밤은 무슨 생각에 저희 동네에 와 도둑질을 하다가 죽으셨나요? 그냥 죽을 수 없어서,",1.0,1
『저희들이 걸어야 할 두 가지 길……』,1.0,1
『저희는 오늘 저녁에야 겨우 알았습니다.』,1.0,1
두만강 압록강으로 국경을 정한 것이 어디 우리였나? 우리였느냐고! 왜놈들이 저희 마음대로 조약을 맺은 거 아닌가. 나라 안이 쑥밭이던 이조,0.0,1
"""하기사 동네서도 손쪽박겉이 쓰니께 입은 살 기고 우찌나 부지런하든지 저희 집에는 벌써 나무를 해다가 차곡차곡 쌓아놓고, 질엎을 보니께 사람",0.0,1
"내려서면서 서울을 향하고 타박타박 걸을 뿐이었다. 그들은 세 식구였다. 저희 내외, 방서방과 김씨와 김씨의 등에 업혀 가는 두 돌",0.0,1
원통한 일입니까. 선생님께서도 여러 번 아버지의 인격이 높다는 것을 저희 모녀에게 설명해 주셨습니다마는 마음이 막힌 저는 선생님의 말씀도 믿지,1.0,1
"걱정하고 있습니다."" ""갈 곳이 정해져 있지는 않단 말이지?"" ""그러합니다. 저희 둘 뿐 이라면 어디든 가서 무슨 짓인들 못해먹고 살겠습니까?""",1.0,1
"""장로님, 저희두 따루 집을 짓구 나갈 테니, 올 가을꺼정만 참어 줍시오.""",1.0,1
잘 듣기로 했다. 어머니는 영희 걱정은 하지 않았다. 영희가 저희 노동조합 지부장이 실종되었다고 다른 조합원과 몰려다녀도 걱정하지 않았다. 영희의,0.0,1
사특한 계교입니다. 가등청정과 소서행장이 비록 사사로운 혐의가 있을 망정 저희 나라 일을 이렇도록 망쳐놓을 리가 만무합니다. 그렇고 가등청정이 홋홋한,1.0,1
“그래서 저희들도 처음에는 혹시나 우리의 허실을 알려는 적군의 염탐꾼이나 아닌가 하고…….”,1.0,1
"건너오시지 않았던가요?"" ""모릅니다. 배를타고 오긴 했습니다만......"" ""내려서 잠시만 기다리시지요. 저희 형님들께서 곧 오실겁니다."" ""예에?"" ""절륜의 무사들이지요. 조금 전 관졸들을",1.0,1
귀화해쏙 아주 동화되어 이나라 백성이기를 원한다. 설리는 세종 15년에 저희 야인끼리 내분으로 싸우다가 패한끝에 우리나라에 귀화한 추장 다이의 딸이다.,0.0,1
"달려와서 뒷걸음치는 갑송이의 다리께를 붙잡고 쓰러졌다. ""나으리, 무슨 일로 저희 주인을 죽이려 하십니까? 그렇지 않아도 출사하지 못하여 세상을 못",1.0,1
말씀해 보세요. 한 박사는 엄숙한 표정으로 귀를 기울였읍니다. 말하자면 저희 내외는 지금까지 외면상 퍽 원만한 부부 같았고 또 평화스러워,1.0,1
그놈의 것 사회주의만 하더라도 나라에서 금하질 않고 저희가 하는 대로 두어 두었어 보아?,0.0,1
"괜찮은데... 누구 아이디언가?"" 하면 그녀는 새들새들 웃으며 낭랑하게 ""네, 저희 과장님요."" 했다. 만일 ""이건 도대체 누구 짓인가 엉?"" 한다면",1.0,1
"학생에게 돌아가라고 했을 뿐이었습니다. 학생이 돌아가자, 나는 요즈음 학생들은 저희 때와는 딴판으로 굉장히 똑똑해져 있다는데 대하여 새삼 놀라고 말았습니다.",1.0,1
영 다리에 기운이 없습니다. 철민이는 '찰그랑찰그랑' 구슬 소리를 내며 저희 집 골목으로 뛰어가 버렸습니다. 멍하니 철민이가 사라진 꾸부러진 담장,0.0,1
"발짝도 움직일 생각은 말라고 전해 주십시오."" ""움직이지 말라면 지금처럼 저희 집에 계속 머물러 있어야 하나요?"" ""달리 신통한 방법이 없습니다.",1.0,1
"샀어요?"" 성열의 부인이 얼른 하나를 받아 들며 물었다. ""예, 저희 교회 유치원생들이 놀러 왔는데 먹고 남은 거예요."" ""아! 그래요.",1.0,1
윤보혜입니다. 이렇게 영광스런 자리에서 여러분을 만나뵙게 돼서 무척 반가워요. 저희 후보들 용기 잃지 않게 많은 성원 부탁드립니다. 즐겁고 행복한,1.0,1
"｢어휴 선생님, 벌써 그렇게 되셨어요. 전 아무리 되어 봤자 저희 또래인 줄 알았는데요.｣ ｢아냐, 난 대학생인 줄 알았어.｣ 때",1.0,1
참말이나 거짓말이나 저희들의 비위에 맞는 소리로 답변을 해야만 차입을 허하는 것이다.,0.0,1
될락말락한 청년과 금니를 해박고 옥으로 만든 물뿌리를 든 청년은 저희들끼리 무슨 이야기인지 저쪽 귀퉁이에서 분주하게 한다.,0.0,1
서 있네유. 그래 저게 미루나문디 그 집 문기둥이여. 똥예는 저희 시집을 쳐다보고 활짝 웃고 있다. 저 집이 바로 내가,0.0,1
"허, 이놈들 나를 술을 먹여 취케 해놓고 저희놈들이 모두 꾸며 놓고 더 러운 소리를 내게 뒤집어 씌운단",0.0,1
미술대회가 어디 있읍니까? 전 이런 흑막에 가득 찬 미술대회에 저희 반 아이들을 참가시킬 수 없어요. 교사의 양심을 가지고 어떻게,1.0,1
제독(대명수군제독) 진 인 陳璘)이 황상의 명을 받고 여기 있으니 저희는 뒤로 물러가라! 하고 호령을 하였다.,0.0,1
"써붙여 놓아야 모토는, 마음이 순수한 자는 복이 있나니 천국이 저희 것이니라는 귀절이다. 그러나 마음이 순수하다는 말은 문자 그대로 마음이",0.0,1
"이곳에서 신의 아내 노릇을 하고 있습니다."" ""무슨 얘기요?"" ""예, 저희 마을에는 예로부터 신당에 처녀를 상납하는 풍습이 전해져 온답니다."" ""해괴한",1.0,1
엄마를 왜 잃어버리게 되었는지 통 모른다. 그건 넓죽이도 마찬가지다. 저희 엄마가 어느 집 대문 앞에 갖다 앉혀 놓고 달아났댄다.,0.0,1
조심스럽게 입을 열었읍니다. “선생님…….” “뭐죠?” 선생님은 차갑게 물으셨읍니다. “실은 저희 여자들은 싸울 생각이 없었어요. 그랬는데 남자들이…….” “됐어요! 그만둬요!” 선생님은,1.0,1
"그 여자는 고개부터 내저었다. ""우리나라는 확실히 조로하는 가봐요. 여긴 저희 또래들도 이미 늙다리로 몰리고 있는 처지예요. 저도 이학년을 채",1.0,1
"웬 가지 수가 그렇게 많은지. 좁아 터진 이 땅에서 저희 할애비나, 내 할아버지나 다 함께 살아왔는데, 있는 것들은 그렇게",0.0,1
기껏하여 역리(驛吏)나 군총이겠지요. 그래도 저 오도령은 반명은 한다는 사람으로 저희 상것들에 비견하겠습니까. 사람의 빈부와 사생은 저마다의 복덕에 따른다고 들었습니다.,1.0,1
"조선의용군 사람이야……함부로 조잘거리 지 말어……알지 못하면……하, 미안합니다……그런데 앞으 로 저희들이 어떻게 될까요.”",1.0,1
"통해 받은 돈은 주요 뉴스 시간마다 리포트로 처리되었다. ""오늘도 저희 문화방송에 많은 분들이 평화의 댐 성금을 보내주셨습니다.""라는 진행자의 안내에",1.0,1
"""아! 잠깐"" ""예"" ""그 녹음 테이프 있지 않습니까. 제가 저희 것 처리할 때 같이 처리하죠"" ""그러시죠. 보내드리겠습니다"" 네스터는 아무런",1.0,1
"아이들을 데려다 수우프를 끓여 먹이고, 눈을 빼서는 약을 만들어 저희 나라로들 보낸다는 엉뚱한 소문이 항간에선 철석같이 밑어져 있던 때여서,",0.0,1
"""아하, 그자들, 한데......"" 흑메기가 얼른 나섰다. ""처사님, 혹시 말입니다. 저희 수령님께서 암도회를 적대시하는 관계라면 그들을 우리패에 넣는게 곤란한 일이",1.0,1
공평한 눈으로 저희들의 흑백을 가려 주시기 바랍니다.,1.0,1
세 가끔 그와 대결양상으로 치닫곤 하는 착한 아이들... 아버지 저희 때문에 고생하게 해서 미안해요). 이제 마흔 넷의 김민기. 최근,1.0,1
"옷 입고 쇠 사슬 차고 똥통구루마를 끌고 가는 전중이가 저희들끼리 이 야기를 하며, 무슨 기쁜 일이 있는 것처럼 빙글빙글",0.0,1
"""그럼 그 말씀 믿겠습니다. 그런데 무림의 대선배이신 것 같은데 저희 같은 후배들을 그런 식으로 겁 주시고 이젠 지도까지 뺏어",1.0,1
춘삼월 눈 녹을 무렵에 삼각산 계곡을 더듬어 보시면 혹시 저희들 두 사람을 발견 할 수 있을지 모르겠읍니다. 지운과 영심,1.0,1
"아주 귀한 모양이죠?"" ""귀해요. 이렇다 할 관광 명소가 없어서 저희 고을은 외국인뿐 아니라 내국인도 잘 찾는 고장이 아닙니다. 한여름",1.0,1
물건이 없도록 미리 미리 여장을 챙겨 주시기 바랍니다. 항상 저희 철도를 이용해 주셔서 대단히 감사합니다. 목적지까지 안녕히 가십시오.' 그때까지,1.0,1
"""아가, 저 볏섬이_ 어째서 꿈틀꿈틀 하느냐?"" ""큰아버님, 큰아버님네 업이 저희 집으로 온_ 모양입니다."" 옛날 사람들은 집집마다 집을 지키는 구렁이가",1.0,1
"단정히 차려 입은 문화군수가 와서 현신하였다. ""원로에 노고가 많으십니다. 저희 동헌으루 들어가시지요."" ""아니오, 내는 객사에 있는 것이 훨씬 마음이",1.0,1
"땅 속에서부터 들끊는 기운을 등에 지고 일어나려는 것이오. 백성은 저희 살아가는 일과 맞지 아니하면 오히려 우리를 저버리고, 효수된 외로운",0.0,1
"직결되는 수가 있다는 것이었다. ""겨울에 눈덮인 산에서 조난당했던 등산가가 저희 병원에 입원했던 적이 있습니다. 그 사람은 벌써 엄지 발가락이",1.0,1
"사람을 놀라게 하냐?"" 나는 허리를 굽혀 가면서 애원했다. ""저 저희 학교 선생님인데요, 갑자기 아파서요, 좀 태워다 주시겠어요. 시내까지만 가면",1.0,1
"보아 매를 맞는 소리였다. 슬금슬금 그쪽으로 가까이 가보니 손서방이 저희 큰아들애를 끌고 올라와서 때리는 것이었다. ""이 이눔 새끼…… 애빈",0.0,1
우리나라에 와서 취한 행동도 오만무례했으며 그의 속셈은 끝내 조선을 저희 속방으로 유지하려는 것임을 간파했다. 이는 황공하옵게도 천황폐하께오서 조선을 一視同仁의,0.0,1
내려갔다. ｢아줌마.｣ 그는 가정부를 불렀다. ｢복순이 어디 갔어요?｣ ｢시골에서 저희 어머니가 올라왔대요. 열시까지 들어오겠다고 했어요.｣ ｢그럼 아줌마도 나갔다 와요.,0.0,1
『그러지 않아도 저희들의 결혼에는 그러한 조건이 붙어있었죠. 이걸 보면 알지 않아요?』,1.0,1
잘 모르는 이해관계의 문제들이 있었던 것 같아요. 얼마 전부터 저희 동네는 마구 파헤쳐졌습니다. 고속전철 기지가 들어서거든요. 마을의 큰 저수지도,1.0,1
"집이었다. ""이지함 선비가 지금 어디 있소?"" ""방금 바다로 갔습니다. 저희 집에 들렀다가요."" 정휴는 황급히 바다로 향했다. 지함이 가는 바다라면",1.0,1
"백여 호가 넘는 큰 마을인데 어찌 머물 곳이 없겠습니까만은...지금 저희 마을에선 외지인들을 꺼리는 중이외다."" ""그러시다면 주막을 찾을 수밖에 없겠습니다.""",1.0,1
믿고 그냥 지나쳐 버려 큰일이 생길 수도 있잖아요. 아저씨께서 저희 시청자들을 즐겁게 해주시는 건 좋지만 만약 그것으로 인해 좋지,1.0,1
짐승의 환영을 보았던 것이다. 칠흑 같은 어둠 속 저편에서 저희 둘을 쏘아보고 있는 파아란 두개의 눈알을…… 결국 봉구의 불길한,0.0,1
애드벨루운 같습니다. 담장 위가 아니라 아주 공중에 놓이 떠올랐읍니다. 저희 집이 저 아래 조그맣게 보입니다. 강식이만하게 보입니다. 그런데 풍선에서,1.0,1
"함께 일하겠어. 조금이라도 눈을 떼면 구멍이 뚫리기 마련이지"" ""콜! 저희 동지가 정보를 보내왔습니다"" M이 격앙된 목소리로 말했다. 그러나 다른",1.0,1
"구해야 한다고?｣ 승재는 기가 차서 외마디 소리를 질렀다. ｢네에, 저희 친정의 법도로는 그래야 옳은가봐요. 그렇지만 집집마다 법도가 다르니 어쩌겠어요.｣",1.0,1
구태여 그녀는 아가씨들을 모두 불러 사내들에게 인사를 시켰다. “첫손님이어서 저희 집 아가씨들을 모두 불렀습니다. 특별히 마음에 드는 아가씨가 있으면,1.0,1
자네한테 청할 일이 있네. 정경부인 별 말씀을 다 하십니다. 저희 같은 미천한 사람한테 청이라니 무슨 말씀이 오니까. 옥단이 년이,1.0,1
"피겠지요. 어른 방에 누가 꽃을 갖다 놓았는지 아주 아름답더군요. 저희 어머니도 그렇게 꽃을 좋아하시지요."" ""오늘 서울로 가요?"" 해수가 놀라면서",1.0,1
영준이었다. ｢선생님께서 아까 수업 시간에 말씀하신 그 여자가 사실은 저희 사촌누나거든요. 누나한테 선생님 말씀 꼭 전해 드릴게요. 아마 굉장히,1.0,1
"(산월) ""염려하신 덕분으로 저희들이 몸 성히 있습니다.""",1.0,1
"꿈도 그보다 못지 않게 지루했답니다. 이 꿈이 깨어지는 날, 저희들은 불행하게 되지요. 제 마음속에 깃들어 있던 조그만 초록별을 그대로",1.0,1
"김가구요. 이름은 화잡니다. 또 아버지에 대해 물으시면, 자자 평자되신 저희 아버님께서는 경성부, 아니 서울시청의 관리시고, 어머님께서는 가사를 돌보고 계십니다.",1.0,1
"신원에 대한 정보조사를 하고 있습니다. 협조해주시기 바랍니다. 장관님들께 개별적으로 저희 요원이 방문하겠습니다."" ""뭘 조사하는 거요?"" 팽인식 공군장관이 불쾌한 듯",1.0,1
경우에 해당하는군요. 양쪽이 다 함께 손해를 감수하는 수밖에 없겠읍니다. 저희 주인 어늘껜 부동산 일부의 손실이 되겠고 임차인 가족에겐 거처의,1.0,1
철구도 손을 툭툭 털고 물러섰다. 그들이 칭찬을 해 주며 저희 패에 끼워줄 것을 기대했던 소년은 이번에도 자기만의 뼈아픈 노력이었음을,0.0,1
모르지만 도울 수만 있으면 돕겠소. 그래 구체적으로 무엇이오? 오늘밤 저희 군의소는 남으로 이동합니다. 아무리 후방 군의소라고는 하지만 전선과 너무,0.0,1
"놓았던 것이요, 그놈이 그래도 아직은 (남들이야 흉을 보거나 말거나) 저희는 좋아서 희희낙락 대단히 유쾌하니 할 말이 없는 것이다.",0.0,1
"무슨 個體上[개체상]에 어느 한 行爲 [행위]나, 다 그 때와 저희 處地[처지]에 合當[합당]해야 부지하기도 하고 잘 되기도 하나니, 이것을 이르되",0.0,1
결혼 삼십 주년 기념일에 식을 거행 했으면 하고요. 그래서 저희들도 아버지와 어머니를 본따서 행복한 가정을 이루워 볼 생각으로요.』,1.0,1
"대단히 영광 무쌍이올시다. 그러하오나 오늘의 이 자리를 마련해 주신 저희 A재벌의 회장님께서 아직 도착을 못 하셨기에......에, 에......' 이때 연회장",1.0,1
대어주실 생각이신지요 도련님 뜻은 고맙기 그지없으나 까닭없는 그런 양식은 저희 세 남매는 받을 수가 없구먼이요. 너희가 속량은 되었다만 천량이,1.0,1
그것이 저희들이 죽지 아니할 꾀였다.,0.0,1
"정신이 없습니다."" ""동물 해부실습도 하느냐?"" ""네. 오후에는 군사훈련을 하고 저희 1기생들은 각 반에 배속되어 실습훈련도 받습니다."" ""사람 해부도 하느냐?""",1.0,1
"도대체 알 수 없는 분이실세."" ""아버님은 아산으로 부임하시기 전에 저희 가족을 위해 가장결 한 권을 지어주셨습니다. 앞으로 가계를 이끌어갈",1.0,1
"얘기는 듣고 있읍니다. 이 학교만 해도 그렇죠, 처음에야 물론 저희 형님과 매형이 야학(夜學)으로 시작한 거고, 학비(學費)로 쌀을 받던 야학이,",1.0,1
"물었다. 정혜란이라면 자신도 알고 있는 '에로'배우였다. ""어머머... 맞아요. 정혜란씨가 저희 사장님께 직접 주문했던 옷이에요. 이 단추... 이 디자인... 옷이",1.0,1
"되실 작정이세요?” 그녀는 까르르 웃다가, “정 그러시다면 내일 떠나세요. 저희 형편은 며칠이라도 괜찮지만.” “며칠이라도?” “선생님 한 분 오셔서 밥",1.0,1
"아버지가 되어 주시기도 하도, 어머니가 되어주기도 하거든요. 그리고 이사장님은 저희 할아버지세요.” 그날의 녹화는 모든 사람들이 지켜보는 가운데 진행되었는데 초영이",1.0,1
“확실하올시다. 저희 학생 중에서 몇 사람이 바로 목격을 하였습니다.”,1.0,1
하회를 보고 있다가 뱃심 있는 인력거꾼이 하는 양을 보고는 저희들도 인력거를 내려놓고 선다.,0.0,1
모르겠습니다만 자동차의 경우는 실패의 타켓트가 안 될 겁니다. 적어도 저희 시장은 선진 메이커들이 파고들지 못할 것으로 보고 있습니다. 최소한,1.0,1
1.8테러 하나만을 위해 3개월 전부터 모의했다고 볼 수는 없습니다. 저희 공대위는 테러 배후의 회사측 고위간부와 공권력 개입에 깊은 관심과,1.0,1
"다만 아버님의 말씀대로 관가에서 나쁘다는 평판이 돌았으면 나쁜 것이지, 저희 같은 무력한 백성으로서 별수가 있겠느냐 이 말씀이 아니겠읍니까 뭐라구,",1.0,1
"좋죠. 저도 그동안 할 일이 있구요."" ""결혼 하기 전이라도 저희 집에 놀러 오세요. 혜정이야 대학 이학년때부터 드나들어서 식구들도 다",1.0,1
“그까짓 피비린내 나는 동자 2백쯤이야 저희 동갑계 다섯 사람이 철여의(鐵如意) 하나씩만 가졌으면 당해 내리다.”,1.0,1
어둠 속에서 시큰한 목소리가 마이크를 통해 흘러 나왔다. ｢언제나 저희 고우고우홀 <빈터>를 찾아주시는 여러분께 편안하고 비밀스런 휴식을 제공하기 위해,1.0,1
"밖에 나오니 햇살이 따갑다. 3시가 넘고 있다. ""별일 없으시면 저희 집으로 가세요. 그이도 뵙고 싶어해요."" ""나 만난다고 얘기했니?"" ""빔빌이라고",1.0,1
"마시고 깊은 숨까지 내뿜는 이기사의 거동을 지켜보았다. ""신부님, 오늘 저희 회장님께서 저를 부르시지 않겠어요?"" 이기사는 마음을 다소 가다듬었다. ""그래서?""",1.0,1
